Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy,FraudFound
1,4,2,5,0,2,1,4,1,0,27,0,0,2,1,1923,16,700,3,4,3,3,6,4,0,0,0,0,0,0,1994,0,No
1,3,4,6,0,5,1,3,0,1,38,0,2,0,5,1924,9,400,2,4,3,3,6,5,0,0,0,0,0,0,1994,2,No
1,3,4,1,0,5,2,1,0,1,41,0,2,0,5,1925,4,400,3,4,3,1,7,5,0,0,0,0,0,0,1994,2,No
1,1,2,3,0,4,1,1,0,0,34,0,0,2,2,1926,5,400,4,4,3,2,6,4,0,0,0,0,0,0,1994,0,No
0,5,1,4,0,2,1,2,0,1,58,0,1,0,2,1927,12,400,1,4,3,1,7,7,0,0,0,0,0,0,1994,1,No
0,5,5,2,0,5,2,2,0,1,40,1,1,0,3,1928,3,400,4,4,3,1,6,5,0,0,0,0,0,2,1994,1,No
0,5,6,0,0,4,1,1,0,0,44,0,1,0,1,1929,1,400,4,4,3,1,6,5,0,0,0,0,0,0,1994,1,No
0,5,6,1,1,3,1,1,0,0,28,1,1,0,1,1930,14,400,4,4,3,1,5,4,0,0,0,0,0,0,1994,1,No
0,4,3,5,0,2,1,1,0,0,27,1,1,0,2,1931,2,400,3,4,3,2,6,4,0,0,0,2,0,0,1994,1,No
0,4,1,5,0,1,0,4,0,1,52,0,0,2,1,1932,7,400,4,4,3,3,6,6,0,0,0,0,0,0,1994,0,No
0,4,2,2,0,3,0,4,0,1,35,1,0,2,3,1933,15,400,4,4,3,2,6,4,0,0,0,0,4,1,1994,0,No
0,2,4,5,0,4,0,2,0,1,48,1,0,2,5,1934,14,400,4,4,3,3,6,6,0,0,0,3,0,0,1994,0,No
0,2,3,4,0,1,0,3,1,1,35,0,1,0,1,1935,8,400,3,4,3,1,4,4,0,0,0,0,0,0,1994,1,No
0,3,5,1,0,2,0,3,0,1,37,0,2,0,1,1936,7,400,3,4,3,2,6,5,0,0,0,0,0,0,1994,2,No
0,4,6,5,1,3,3,3,0,1,44,0,1,0,2,1937,13,400,2,4,3,1,6,5,0,0,0,0,0,0,1994,1,No
0,4,0,1,0,3,0,4,0,1,56,0,0,2,1,1938,15,400,4,4,3,2,7,7,0,0,0,0,0,0,1994,0,No
2,2,5,5,0,4,2,4,0,0,46,1,1,0,2,1939,1,500,1,4,3,3,7,6,0,0,0,0,3,0,1994,1,No
0,2,3,4,0,2,0,3,1,0,41,0,0,2,5,1940,11,400,1,4,3,3,6,5,0,0,0,3,0,0,1994,0,No
0,2,2,6,1,4,0,2,0,1,46,0,5,1,5,1941,12,400,4,4,3,1,7,6,0,0,0,1,0,0,1994,2,No
0,2,1,3,0,1,0,2,1,1,45,0,0,2,1,1942,10,400,1,4,3,2,6,5,0,0,0,3,0,0,1994,0,No
0,2,5,7,0,1,0,2,0,1,48,0,0,2,2,1943,3,400,1,4,3,1,7,6,0,0,0,2,0,0,1994,0,No
0,2,1,4,0,1,0,2,0,1,37,1,0,2,1,1944,5,400,4,4,3,0,6,5,0,0,0,3,0,0,1994,0,No
0,2,5,1,0,5,0,3,0,0,31,0,1,0,1,1945,13,400,4,4,3,1,3,4,0,0,0,0,0,0,1994,1,No
0,2,5,0,0,4,0,3,0,0,0,0,2,0,5,1946,3,400,3,4,3,0,0,0,0,0,0,0,0,0,1994,2,No
0,1,4,0,1,3,0,4,0,1,31,0,1,0,2,1947,5,400,1,4,3,1,5,4,0,0,0,2,0,0,1994,1,No
0,1,4,3,0,5,0,2,0,1,45,1,7,2,5,1948,10,400,3,4,3,0,6,5,0,0,0,1,0,0,1994,1,No
2,2,5,5,0,2,2,3,0,1,41,1,2,0,1,1949,8,400,3,4,3,1,6,5,0,0,0,3,0,0,1994,2,No
0,1,1,0,0,2,0,1,0,0,0,0,1,0,5,1950,6,400,1,4,3,0,0,0,0,0,0,0,0,0,1994,1,No
0,1,1,0,0,1,0,2,0,0,0,1,0,2,5,1951,9,400,1,4,3,2,0,0,0,0,0,0,0,0,1994,0,No
11,5,3,0,0,3,0,3,0,0,0,0,2,0,5,1952,7,400,2,4,3,0,0,0,0,0,0,0,0,0,1994,2,No
11,4,0,2,0,3,0,2,0,1,45,0,2,0,1,1953,1,400,3,4,3,0,6,5,0,0,0,1,0,0,1994,2,No
11,4,5,4,0,1,0,1,0,1,37,0,2,0,1,1954,2,700,3,4,3,0,6,5,0,0,0,0,4,1,1994,2,No
11,3,5,0,0,2,0,1,0,0,0,0,1,0,5,1955,8,400,3,4,3,0,0,0,0,0,0,0,0,0,1994,1,No
5,5,0,4,0,3,8,5,0,1,72,0,5,1,5,1956,13,400,3,4,3,2,7,8,0,0,0,1,0,0,1994,2,No
11,5,3,4,0,2,0,1,0,1,39,0,5,1,5,1957,5,400,3,4,3,2,6,5,0,0,0,0,0,0,1994,2,No
11,5,3,0,0,2,0,4,0,0,0,1,2,0,5,1958,15,400,4,4,3,1,0,0,0,0,0,0,0,0,1994,2,No
0,1,6,0,0,2,0,3,0,0,0,0,1,0,5,1959,7,400,3,4,3,1,0,0,0,0,0,0,0,0,1994,1,No
0,1,1,3,0,1,0,1,0,1,28,0,0,2,1,1960,1,400,3,4,3,2,5,4,0,0,0,0,0,0,1994,0,No
0,1,1,6,0,3,0,3,0,0,26,0,5,1,5,1961,15,400,2,4,3,0,5,4,0,0,0,0,0,0,1994,2,No
0,1,2,0,1,5,0,2,0,1,29,0,0,2,1,1962,6,400,2,4,3,2,5,4,0,0,0,0,0,0,1994,0,No
2,2,6,1,0,2,3,1,0,1,28,0,2,0,1,1963,5,400,1,4,3,3,4,4,0,0,0,3,0,0,1994,2,Yes
0,1,3,2,0,3,0,2,0,1,37,0,0,2,3,1964,4,400,4,4,3,1,7,5,0,0,0,0,0,0,1994,0,No
0,2,0,1,0,5,0,3,1,0,35,0,1,0,0,1965,8,400,2,4,3,0,4,4,0,0,0,0,0,0,1994,1,No
0,2,0,1,0,2,0,2,0,1,45,0,0,2,1,1966,1,400,3,4,3,2,6,5,0,0,0,0,0,0,1994,0,No
0,2,6,0,0,5,0,3,0,1,54,1,2,0,1,1967,4,400,2,4,3,2,7,6,0,0,0,0,0,0,1994,2,No
0,2,2,1,0,5,0,5,0,1,35,0,2,0,1,1968,13,400,4,4,3,0,4,4,0,0,0,0,0,0,1994,2,No
0,3,5,3,0,1,0,3,0,1,59,0,0,2,1,1969,6,400,4,4,3,3,7,7,0,0,0,0,0,2,1994,0,No
0,3,2,5,0,4,0,3,0,1,27,1,2,0,1,1970,2,400,1,4,3,0,5,4,0,0,0,0,0,0,1994,2,No
0,3,4,5,0,3,0,4,0,1,48,0,0,2,2,1971,8,400,3,4,3,3,7,6,0,0,0,2,0,0,1994,0,No
0,4,6,1,1,1,0,4,0,0,33,0,2,0,1,1972,9,400,3,4,3,0,4,4,0,0,0,0,0,0,1994,2,No
1,1,3,6,0,4,1,2,0,1,51,1,2,0,2,1973,13,400,4,4,3,0,7,6,0,0,0,0,0,0,1994,2,No
1,1,2,2,0,5,1,1,0,1,64,0,5,1,5,1974,1,400,1,4,3,1,7,7,0,0,0,0,0,0,1994,2,No
2,3,2,1,0,2,2,3,0,0,26,1,0,2,2,1975,8,400,3,4,3,2,5,4,0,0,0,3,4,1,1994,0,No
3,4,5,3,0,5,3,4,0,1,40,1,7,2,5,1976,1,400,2,4,3,0,6,5,0,0,0,1,0,0,1994,1,No
4,5,2,1,0,2,4,5,0,0,30,0,1,0,2,1977,3,400,2,4,3,0,5,4,0,0,0,0,0,0,1994,1,No
8,3,5,3,0,5,8,3,0,1,27,0,1,0,1,1978,9,400,4,4,3,2,5,4,0,0,0,0,0,0,1994,1,No
2,2,6,0,1,1,2,3,0,0,20,0,7,2,5,1979,3,400,4,4,3,2,3,2,0,0,0,0,0,0,1994,1,Yes
0,2,2,0,0,3,0,2,0,0,61,0,0,2,1,1980,11,400,4,4,3,3,7,7,0,0,0,2,0,0,1994,0,No
6,3,1,5,0,1,6,3,1,0,34,0,0,2,1,1981,5,400,2,4,3,0,5,4,0,0,0,1,0,0,1994,0,No
9,3,4,1,0,5,9,4,0,1,41,0,1,0,1,1982,11,400,3,4,3,0,5,5,0,0,0,3,0,0,1994,1,No
9,3,0,4,0,1,9,4,0,1,40,0,0,2,5,1983,5,400,3,4,3,2,6,5,0,0,0,0,0,0,1994,0,No
8,4,0,3,1,1,8,4,0,0,40,1,1,0,1,1984,14,400,2,4,3,1,6,5,1,1,0,3,0,0,1994,1,No
2,2,0,1,0,3,2,4,1,0,30,0,0,2,1,1985,16,400,3,4,3,2,5,4,0,0,0,1,0,0,1994,0,No
6,3,1,0,0,2,7,2,0,1,40,1,2,0,1,1986,16,400,1,4,3,2,6,5,0,0,0,0,0,0,1994,2,No
2,4,3,5,1,1,2,4,0,1,76,0,2,0,1,1987,3,400,4,4,3,0,7,8,0,1,0,1,0,0,1994,2,No
1,2,5,5,1,3,1,3,1,1,28,0,1,0,1,1988,12,400,3,4,3,1,6,4,0,0,0,2,0,0,1994,1,No
1,2,5,0,0,5,2,2,0,1,64,0,1,0,1,1989,2,400,1,4,3,1,7,7,0,0,0,1,0,3,1994,1,No
1,1,0,4,0,5,1,4,0,1,40,1,1,0,2,1990,6,500,3,4,3,2,6,5,0,0,0,3,3,0,1994,1,Yes
0,3,6,0,0,1,0,3,0,0,29,0,0,2,2,1991,5,400,1,4,3,0,5,4,0,0,0,0,0,0,1994,0,No
5,3,0,1,1,1,5,3,0,0,69,0,0,2,1,1992,1,400,4,4,3,0,6,8,0,0,0,1,0,0,1994,0,No
4,5,2,5,0,5,5,3,0,1,45,1,2,0,2,1993,15,400,4,4,3,1,7,5,0,0,0,1,0,0,1994,2,No
2,3,2,1,0,1,2,4,1,0,29,1,1,0,1,1994,5,400,3,4,3,2,5,4,0,0,0,1,0,0,1994,1,No
2,2,0,1,0,2,2,3,0,1,58,0,0,2,1,1995,10,400,3,4,3,3,7,7,0,0,0,0,0,0,1994,0,No
1,1,4,1,0,4,1,1,0,1,40,1,2,0,1,1996,13,400,1,4,3,0,6,5,0,0,0,0,4,1,1994,2,No
1,1,2,0,0,2,1,1,1,0,32,0,0,2,1,1997,14,400,2,4,3,1,5,4,0,0,0,3,0,0,1994,0,No
0,4,2,0,0,5,1,1,0,0,28,0,2,0,0,1998,12,400,4,4,3,2,5,4,0,0,0,1,0,0,1994,2,No
0,4,3,0,0,2,1,2,0,1,40,0,1,0,1,1999,12,400,1,4,3,2,6,5,0,0,0,0,0,0,1994,1,No
0,4,0,0,0,2,1,2,0,0,43,0,7,2,5,2000,3,400,2,4,3,0,6,5,0,0,0,0,0,0,1994,1,No
0,4,5,0,0,3,0,4,0,0,67,1,2,0,1,2001,15,400,3,4,3,2,7,8,0,0,0,1,0,0,1994,2,No
0,3,4,5,0,4,1,1,1,1,32,1,0,2,1,2002,15,400,4,4,3,3,6,4,0,0,0,0,0,0,1994,0,No
0,3,3,2,0,5,0,4,0,0,44,0,0,2,2,2003,9,400,2,4,3,2,6,5,0,0,1,2,2,0,1994,0,No
2,2,0,3,0,1,2,3,1,1,44,0,2,0,1,2004,3,400,4,4,3,0,5,5,0,0,0,1,0,0,1994,2,Yes
0,3,6,6,0,3,0,3,0,1,29,0,0,2,2,2005,3,400,2,4,3,2,6,4,0,0,0,0,0,0,1994,0,No
0,2,2,1,0,4,0,2,0,1,58,1,0,2,2,2006,2,400,3,4,3,2,6,7,0,0,0,2,0,0,1994,0,No
0,2,6,0,0,5,1,2,0,1,63,0,7,2,5,2007,5,400,3,4,3,0,7,7,0,0,0,0,0,0,1994,1,No
11,4,1,1,0,4,11,5,0,1,55,0,2,0,0,2008,7,400,1,4,3,1,7,6,0,0,0,1,0,0,1994,2,No
11,4,0,0,0,1,11,4,0,0,61,1,2,0,5,2009,15,400,3,4,3,0,0,7,0,0,0,0,0,0,1994,2,No
11,5,3,5,0,4,1,1,1,1,48,0,1,0,1,2010,8,400,3,4,3,2,6,6,0,0,0,1,0,2,1994,1,No
2,3,1,1,0,3,2,4,0,1,29,1,2,0,2,2011,13,400,1,0,2,2,5,4,0,0,0,1,0,0,1994,2,No
10,5,2,4,0,5,0,4,0,0,28,0,1,0,5,2012,1,400,3,4,3,2,4,4,0,0,0,1,0,0,1994,1,No
11,2,5,5,0,5,0,5,0,1,39,0,3,1,3,2013,3,400,1,4,3,3,6,5,0,0,0,1,0,0,1994,0,No
2,2,6,5,0,1,2,3,0,0,65,0,0,2,1,2014,14,400,1,4,3,1,7,7,0,0,0,1,0,0,1994,0,No
2,2,6,0,0,1,2,3,1,1,26,0,0,2,1,2015,2,400,3,4,3,3,3,4,0,0,0,1,0,0,1994,0,No
1,4,4,3,0,1,1,5,0,1,48,1,0,2,1,2016,5,700,1,4,3,1,7,6,0,0,0,0,0,0,1994,0,No
2,5,4,1,0,1,3,2,0,1,44,1,2,0,0,2017,11,400,2,4,3,0,7,5,0,0,0,2,4,1,1994,2,No
2,5,4,4,0,1,3,1,0,1,40,1,1,0,1,2018,15,400,4,4,3,2,6,5,0,0,0,2,0,0,1994,1,No
4,1,0,3,0,1,4,1,0,1,42,0,1,0,1,2019,15,400,2,4,3,0,6,5,0,0,0,2,0,0,1994,1,No
4,1,0,5,0,2,4,1,0,1,28,0,1,0,2,2020,5,400,3,4,3,0,6,4,0,0,0,0,0,0,1994,1,No
3,2,5,1,1,3,3,3,0,0,27,0,0,2,2,2021,6,400,1,4,3,2,5,4,0,0,0,3,0,0,1994,0,No
6,3,0,1,0,1,6,4,0,0,21,0,1,0,1,2022,1,400,1,4,3,2,3,3,0,0,0,0,0,0,1994,1,No
5,2,4,1,0,5,5,3,0,1,37,0,2,0,1,2023,2,400,3,4,3,2,6,5,0,0,0,1,0,0,1994,2,No
7,5,0,3,1,4,8,2,0,0,24,1,7,2,5,2024,11,400,1,4,3,2,4,3,0,0,0,0,0,0,1994,1,No
2,2,5,4,0,3,2,3,0,1,31,0,2,0,5,2025,3,400,3,4,3,1,5,4,0,0,0,0,0,0,1994,2,No
2,2,5,5,0,5,2,2,0,1,54,0,0,2,1,2026,13,400,4,4,3,3,7,6,0,0,0,2,0,0,1994,0,No
2,1,6,6,0,2,2,2,1,1,55,0,0,2,1,2027,11,400,1,4,3,2,6,6,0,0,0,0,0,0,1994,0,No
2,3,1,6,0,4,2,3,0,1,65,0,5,1,5,2028,13,400,1,4,3,0,6,7,0,0,0,0,0,0,1994,2,Yes
2,1,6,4,0,2,2,2,0,1,48,0,0,2,1,2029,14,400,2,4,3,3,6,6,0,0,0,2,0,0,1994,0,No
3,4,5,0,0,3,3,4,0,1,31,0,0,2,2,2030,6,400,2,4,3,2,5,4,0,0,0,1,0,0,1994,0,No
3,1,0,0,0,1,3,1,0,0,29,0,2,0,0,2031,8,400,4,4,3,2,5,4,1,0,0,0,0,0,1994,2,No
1,3,5,0,0,2,1,4,0,0,31,1,2,0,1,2032,6,400,3,4,3,1,5,4,0,0,0,1,0,0,1994,2,No
1,2,2,0,0,2,1,2,0,0,22,0,7,2,5,2033,8,400,3,4,3,0,4,3,0,0,0,0,0,0,1994,1,No
1,2,2,0,0,2,1,2,0,1,50,0,0,2,1,2034,6,400,3,4,3,0,7,6,0,0,0,3,0,0,1994,0,No
1,1,5,0,0,5,1,2,1,0,31,1,0,2,1,2035,9,400,1,4,3,2,5,4,0,0,0,0,0,0,1994,0,No
3,2,2,3,0,1,3,3,0,0,41,0,1,0,1,2036,10,400,2,4,3,1,6,5,0,0,0,0,0,0,1994,1,No
4,3,0,5,0,1,4,3,0,1,43,1,2,0,1,2037,12,400,2,4,3,0,7,5,0,0,0,0,0,0,1994,2,No
4,2,1,5,1,2,4,2,0,0,32,1,1,0,1,2038,15,400,4,4,3,2,5,4,0,0,0,0,4,1,1994,1,No
4,1,5,4,0,1,4,2,0,1,39,0,5,1,5,2039,9,400,4,4,3,2,4,5,0,0,0,3,0,0,1994,2,No
3,4,4,0,0,1,3,4,0,0,0,0,0,2,5,2040,9,400,1,4,3,1,0,0,0,0,0,0,0,0,1994,0,No
5,3,4,4,1,4,5,3,0,1,41,1,1,0,5,2041,10,500,4,4,3,0,6,5,0,0,0,1,3,0,1994,1,Yes
2,3,2,5,0,4,2,3,0,1,55,0,1,0,2,2042,9,400,4,4,3,2,5,6,0,0,0,3,0,0,1994,1,Yes
2,3,2,4,0,4,2,3,0,0,33,1,2,0,5,2043,12,400,3,4,3,1,5,4,0,0,0,2,0,0,1994,2,No
6,4,1,1,0,2,6,4,0,1,37,0,1,0,2,2044,6,400,4,4,3,2,6,5,0,0,0,3,0,0,1994,1,No
6,3,5,4,0,1,6,3,0,1,41,0,0,2,1,2045,6,400,3,4,3,3,4,5,0,0,0,0,0,0,1994,0,No
6,2,4,5,0,1,6,2,0,0,34,0,0,2,2,2046,15,400,3,4,3,1,5,4,0,0,0,1,0,0,1994,0,No
7,3,3,1,0,2,8,1,0,1,43,0,1,0,5,2047,7,700,1,4,3,2,6,5,0,0,0,0,0,0,1994,1,No
7,2,2,0,0,2,7,2,0,1,62,1,2,0,1,2048,1,400,4,4,3,2,7,7,0,0,0,1,0,0,1994,2,No
9,3,1,1,0,2,9,3,1,0,35,0,1,0,1,2049,8,400,3,4,3,2,6,4,0,0,0,3,0,0,1994,1,No
10,4,4,1,0,1,10,5,0,1,48,0,2,0,0,2050,6,400,4,4,3,1,7,6,0,0,0,0,0,0,1994,2,No
10,3,4,5,1,3,1,4,0,1,36,0,1,0,2,2051,2,400,2,4,3,2,6,5,0,0,0,0,0,2,1994,1,No
1,4,5,3,0,4,2,1,0,1,39,1,1,0,2,2052,4,400,1,4,3,2,6,5,0,0,0,3,0,0,1994,1,No
1,4,6,7,0,1,1,4,0,0,28,0,1,0,2,2053,14,400,1,4,3,3,5,4,0,0,0,3,0,0,1994,1,No
3,1,2,1,0,3,3,1,0,1,49,0,0,2,2,2054,7,400,4,4,3,2,7,6,0,0,0,0,0,0,1994,0,No
3,4,1,11,0,1,3,4,0,0,61,0,0,2,2,2055,5,400,2,4,3,3,7,7,0,0,0,0,0,0,1994,0,No
3,3,2,5,0,3,3,3,0,1,50,0,2,0,1,2056,4,400,2,4,3,0,7,6,0,0,0,2,0,0,1994,2,No
3,3,3,0,0,4,3,3,0,1,53,0,0,2,3,2057,8,400,3,3,2,0,7,6,0,0,0,0,0,0,1994,0,No
4,2,1,11,0,3,4,2,0,1,43,0,1,0,1,2058,14,400,4,4,3,1,7,5,0,0,0,3,0,0,1994,1,No
5,3,2,0,0,2,5,3,0,0,31,0,0,2,1,2059,14,400,1,4,3,2,5,4,0,0,0,1,4,1,1994,0,No
5,3,6,5,0,2,5,4,0,1,50,0,0,2,2,2060,15,400,3,4,3,2,7,6,0,0,0,3,0,0,1994,0,No
6,2,2,11,0,2,6,2,0,1,44,0,1,0,3,2061,5,400,4,4,3,0,7,5,0,0,0,3,0,0,1994,1,No
6,2,1,1,0,1,6,2,0,1,76,0,1,0,1,2062,3,400,3,4,3,1,7,8,0,0,0,0,0,0,1994,1,No
8,2,4,3,0,3,8,2,0,1,31,0,0,2,1,2063,14,400,3,4,3,0,5,4,0,0,0,2,0,0,1994,0,No
9,4,3,1,0,4,10,2,0,1,42,0,1,0,1,2064,1,400,1,4,3,2,6,5,0,0,0,1,0,0,1994,1,No
10,3,1,1,0,3,10,4,0,1,40,0,1,0,0,2065,3,400,2,4,3,0,6,5,0,0,0,0,0,0,1994,1,No
2,3,3,1,0,1,2,4,0,1,32,0,1,0,2,2066,12,400,2,4,3,2,5,4,0,0,0,0,0,0,1994,1,Yes
8,4,4,3,0,1,8,4,1,1,59,0,1,0,0,2067,13,400,2,4,3,1,5,7,0,0,0,0,0,0,1994,1,No
4,3,3,1,1,5,5,1,1,0,31,0,0,2,1,2068,11,400,1,4,3,3,5,4,0,0,0,3,0,0,1994,0,No
4,1,3,1,1,1,4,5,0,1,49,1,1,0,1,2069,9,400,3,4,3,2,7,6,0,0,0,3,0,0,1994,1,No
5,4,4,5,0,5,5,4,0,1,65,0,1,0,2,2070,8,400,4,4,3,0,7,7,0,0,0,1,0,0,1994,1,No
5,1,3,5,0,4,5,1,1,0,30,0,2,0,0,2071,13,400,4,4,3,1,5,4,0,0,0,2,0,0,1994,2,No
6,2,1,6,0,1,6,2,0,0,26,0,0,2,1,2072,13,400,3,4,3,2,5,4,0,0,0,0,0,0,1994,0,No
6,2,3,4,0,5,6,3,0,1,36,0,5,1,5,2073,1,400,1,4,3,2,6,5,0,0,0,1,0,0,1994,2,No
5,5,4,1,0,5,6,1,0,0,18,1,1,0,1,2074,16,400,4,4,3,1,1,2,0,0,0,2,0,0,1994,1,No
5,4,1,1,0,2,5,5,0,0,35,0,0,2,1,2075,9,400,1,4,3,2,5,4,0,0,0,0,0,0,1994,0,No
5,4,1,3,0,2,5,5,0,0,32,1,1,0,1,2076,12,400,4,4,3,2,5,4,0,0,0,0,0,0,1994,1,No
9,2,6,5,0,4,9,3,0,1,69,0,2,0,1,2077,14,400,4,4,3,1,7,8,0,0,0,3,0,0,1994,2,No
9,4,4,4,0,3,10,1,0,0,29,0,1,0,1,2078,3,400,4,4,3,0,5,4,0,0,0,0,0,0,1994,1,No
9,3,5,5,1,1,9,3,0,1,41,0,2,0,5,2079,4,400,2,4,3,2,6,5,0,0,0,0,0,0,1994,2,No
2,2,1,4,0,2,2,3,0,1,61,0,5,1,5,2080,3,400,2,4,3,0,7,7,0,0,0,2,4,1,1994,2,No
2,2,0,0,0,1,2,2,0,1,45,0,1,0,1,2081,2,400,1,4,3,1,5,5,0,0,0,2,0,0,1994,1,No
4,3,0,5,0,1,4,3,0,1,50,0,0,2,2,2082,9,400,3,4,3,2,7,6,0,0,0,0,0,0,1994,0,No
5,1,4,4,0,3,5,2,0,1,56,0,0,2,5,2083,8,400,4,4,3,3,6,7,0,0,0,3,0,0,1994,0,No
4,5,2,4,0,2,4,5,1,1,34,0,0,2,1,2084,2,400,3,4,3,0,4,4,0,0,0,0,0,0,1994,0,No
4,4,4,1,0,4,4,4,1,0,34,0,0,2,1,2085,16,400,4,4,3,1,5,4,0,0,0,3,0,0,1994,0,No
6,1,1,1,0,2,6,1,0,1,76,1,2,0,0,2086,7,400,2,4,3,2,7,8,0,0,0,0,0,0,1994,2,No
6,1,1,1,1,1,6,1,0,0,30,0,1,0,1,2087,12,400,1,4,3,0,5,4,0,0,0,1,0,0,1994,1,No
8,1,1,5,0,3,8,1,0,0,24,0,1,0,1,2088,9,400,1,4,3,1,4,3,0,0,0,2,0,0,1994,1,No
9,1,0,3,0,3,9,2,0,1,32,0,0,2,3,2089,14,400,1,4,3,3,5,4,0,0,0,3,0,0,1994,0,No
8,4,3,5,0,4,8,5,0,1,39,0,0,2,1,2090,6,400,2,4,3,0,6,5,0,0,0,0,0,0,1994,0,No
11,4,4,11,0,4,11,4,0,1,48,0,1,0,2,2091,12,400,3,4,3,2,7,6,0,0,0,1,0,0,1994,1,No
2,3,4,5,0,5,2,3,0,1,36,0,0,2,1,2092,13,500,2,4,3,0,6,5,0,0,1,3,3,2,1994,0,No
9,4,6,3,0,4,10,2,0,1,39,0,1,0,1,2093,15,400,4,4,3,2,6,5,0,0,0,1,0,0,1994,1,No
9,2,6,0,0,1,9,2,0,1,39,0,1,0,1,2094,9,400,1,4,3,2,7,5,0,0,0,0,2,0,1994,1,No
7,2,1,3,0,1,7,3,0,1,42,0,0,2,2,2095,11,400,3,4,3,3,6,5,0,0,0,3,0,0,1994,0,No
6,4,5,1,1,5,7,1,0,1,44,1,1,0,2,2096,1,400,3,4,3,1,7,5,0,0,0,3,0,0,1994,1,No
5,2,6,0,0,1,5,2,1,0,24,0,1,0,1,2097,7,400,3,4,3,1,4,3,0,0,0,2,0,0,1994,1,No
5,2,5,3,0,6,6,1,0,1,77,0,2,0,1,2098,4,400,3,4,3,2,7,8,0,0,0,3,0,0,1994,2,No
5,1,1,1,1,1,5,1,0,1,43,0,0,2,2,2099,14,400,4,4,3,3,6,5,0,0,0,0,0,0,1994,0,No
5,1,5,3,0,1,5,2,0,1,33,1,2,0,1,2100,3,400,4,4,3,1,6,4,0,0,0,0,0,0,1994,2,No
4,1,6,1,0,4,4,3,0,0,18,0,2,0,1,2101,7,400,3,4,3,0,3,2,0,0,0,1,4,1,1994,2,No
3,3,1,1,0,1,3,3,0,1,30,0,0,2,2,2102,11,400,3,4,3,1,5,4,0,0,0,3,0,0,1994,0,No
3,1,4,5,0,4,3,1,0,1,66,0,0,2,0,2103,9,400,1,4,3,2,6,8,0,0,0,1,0,0,1994,0,No
2,3,4,0,0,4,2,3,0,0,0,0,1,0,5,2104,12,400,1,4,3,0,0,0,0,0,0,0,0,0,1994,1,Yes
1,4,2,3,0,4,1,4,1,1,55,0,0,2,1,2105,1,400,3,4,3,2,5,6,0,0,0,1,0,0,1994,0,No
1,4,3,5,0,5,1,4,0,1,56,1,2,0,5,2106,13,400,3,4,3,2,7,7,0,0,0,0,0,0,1994,2,No
0,5,0,4,0,5,1,1,0,0,21,0,0,2,1,2107,15,400,1,4,3,2,5,3,0,0,0,2,0,0,1994,0,No
0,5,6,5,0,2,1,3,0,0,38,0,0,2,2,2108,7,400,1,4,3,0,6,5,0,0,0,0,0,0,1994,0,No
10,1,3,3,0,4,10,1,1,1,29,1,0,2,1,2109,13,400,3,4,3,3,5,4,0,0,0,0,0,0,1994,0,No
9,2,2,1,0,2,9,2,0,1,28,0,0,2,3,2110,7,400,3,4,3,2,4,4,0,0,0,0,0,0,1994,0,No
9,2,2,3,1,4,9,2,0,0,34,1,1,0,1,2111,13,400,2,4,3,2,5,4,0,0,0,1,0,0,1994,1,No
9,1,2,5,0,5,9,2,0,1,36,0,2,0,0,2112,13,400,4,4,3,0,6,5,0,0,0,0,0,0,1994,2,No
8,3,2,2,0,1,10,4,0,1,50,0,2,0,2,2113,11,400,3,4,3,2,7,6,0,0,0,3,0,0,1994,2,No
8,3,1,3,0,3,8,5,0,1,42,0,5,1,5,2114,15,400,3,4,3,2,6,5,0,0,0,0,0,0,1994,2,No
7,2,6,4,0,5,7,3,0,1,65,0,2,0,5,2115,7,400,1,4,3,0,7,7,0,0,0,3,0,0,1994,2,No
7,2,5,6,0,2,8,1,0,0,35,0,5,1,5,2116,13,400,2,4,3,0,4,4,0,0,0,0,0,0,1994,2,No
2,3,4,5,0,5,2,3,0,1,64,1,2,0,1,2117,4,400,4,4,3,1,7,7,0,0,0,0,0,0,1994,2,No
4,4,0,5,0,1,4,4,1,0,38,0,1,0,1,2118,16,400,2,4,3,3,5,5,0,0,0,0,0,0,1994,1,No
4,4,1,3,0,5,4,4,1,0,39,0,1,0,1,2119,10,400,1,4,3,2,5,5,0,0,0,3,0,0,1994,1,No
4,4,6,5,0,2,5,4,0,1,52,0,0,2,1,2120,12,400,1,4,3,2,7,6,0,0,0,0,0,0,1994,0,No
4,1,2,0,1,3,4,1,0,1,52,0,0,2,1,2121,12,400,2,4,3,2,7,6,0,0,0,1,0,0,1994,0,No
3,5,4,6,0,3,4,1,1,1,26,0,0,2,1,2122,16,400,2,4,3,1,6,4,0,0,0,0,4,1,1994,0,No
3,4,2,1,0,1,4,1,1,0,48,1,1,0,1,2123,11,400,4,4,3,0,6,6,0,0,0,3,0,0,1994,1,No
